lat,lon,id
34.121386429043596,-117.88761388132819,0
34.12146282326527,-117.8877309480099,0
34.121459272544634,-117.88999631595932,0
34.12143973973996,-117.89019591453031,0
34.12146795383487,-117.89158962807697,1
34.121451927801466,-117.89171570811126,1
34.12146291788877,-117.89257169156734,1
34.12141192357853,-117.89266723033812,1
34.135483409329176,-117.99013244772033,2
34.135483697180575,-117.99016450484196,2
34.1354922633643,-117.99585853336735,2
34.135492256365794,-117.99593987317327,2
34.14855876405915,-118.15061986051734,3
34.14852682382886,-118.15060952700999,3
34.14775375136152,-118.15061462832051,3
34.14765397082185,-118.15056154538057,3
34.130910447228274,-118.06518484439967,4
34.130792140624905,-118.06501310884747,4
34.13105536523768,-118.06145649470815,4
34.13107865014174,-118.06138031721194,4
34.1353134650723,-117.9749288517327,5
34.13533089748726,-117.97490607431615,5
34.13535484390941,-117.97447727271006,5
34.13537487734373,-117.97410382399823,5
34.135391485193935,-117.97377714602986,5
34.13540515471638,-117.97348865662607,5
34.13541637304891,-117.97322977358559,5
34.135425627233865,-117.97299191468979,5
34.13543340423502,-117.9727664977064,5
34.135440190949154,-117.9725449403925,5
34.135449579167194,-117.97220106762353,5
34.13544958270641,-117.97219966487359,5
34.135458697040264,-117.97215140736223,5
34.12143973973996,-117.89019591453031,6
34.1214550398261,-117.89036999300424,6
34.12146518073386,-117.8905572868941,6
34.121471470132555,-117.89069500727074,6
34.12147503103281,-117.89079917177682,6
34.12147807465761,-117.89094889397069,6
34.121483979743424,-117.89146354799412,6
34.12146795383487,-117.89158962807697,6
34.134809162127716,-118.00952361377354,7
34.134755524823845,-118.00956184341725,7
34.13235073589625,-118.00951112904266,7
34.13220219139023,-118.00946337147535,7
34.1358561356406,-118.0095518908208,8
34.13595760111431,-118.00949141243657,8
34.13666065570297,-118.00950607898137,8
34.13673837051368,-118.00953375442477,8
34.150541171266596,-118.05336546596098,9
34.150602414318165,-118.05355577620634,9
34.15044704755542,-118.06232679613974,9
34.150394923722644,-118.06236914912637,9
34.15084897642454,-118.03851070277967,10
34.15089143946897,-118.03857153884312,10
34.1506538166152,-118.05003598816276,10
34.15054947145203,-118.05025153869818,10
34.141691009735354,-118.1475214900189,11
34.14165211799383,-118.14752813336193,11
34.14063734927912,-118.14752120322017,11
34.14049118381246,-118.14744682476552,11
34.15084897642454,-118.03851070277967,12
34.15079144737743,-118.0384458018975,12
34.150904219184476,-118.0324391677652,12
34.15091730209523,-118.03235730591742,12
34.14233940969958,-118.02437605444278,13
34.1423277398212,-118.02432890876067,13
34.14239544235842,-118.0206424789746,13
34.14241299880225,-118.02053342121508,13
34.14233940969958,-118.02437605444278,14
34.142343512208605,-118.02442180069369,14
34.14234228160821,-118.02450687700698,14
34.142343258445344,-118.02472363122843,14
34.14234258155032,-118.02478097388999,14
34.14234135882401,-118.02482420098708,14
34.14234365385673,-118.02508138599559,14
34.142330582303344,-118.02523771892048,14
34.14121892074786,-118.02052206570285,15
34.14117470080854,-118.02053571986497,15
34.14093987032473,-118.02053498004196,15
34.14035897451584,-118.02053293334674,15
34.140187499187675,-118.02050855220901,15
34.14121892074786,-118.02052206570285,16
34.141263723398254,-118.02049965336819,16
34.14232223905152,-118.02051289542793,16
34.14241299880225,-118.02053342121508,16
34.14003359530132,-118.02626276399346,17
34.14005384724758,-118.02619430230709,17
34.14006576983617,-118.02508670223075,17
34.14010938951736,-118.02493326880551,17
34.14889656369122,-118.05686158688442,18
34.14889612697136,-118.0569115112321,18
34.148849253065386,-118.06343647017576,18
34.148849276077755,-118.0634788807773,18
34.15016590431198,-118.07624859206085,19
34.15019719710783,-118.07629123242614,19
34.150146058115965,-118.07953419357128,19
34.15010680248018,-118.0796682716449,19
34.14012209515018,-118.02696572594867,20
34.14011392990487,-118.02705545050178,20
34.1400992379352,-118.02824353090747,20
34.14006833821344,-118.02837151659858,20
34.14231736602237,-118.02670473201329,21
34.142304807436645,-118.02663953349395,21
34.14231197747875,-118.02539009774323,21
34.142330582303344,-118.02523771892048,21
34.14231736602237,-118.02670473201329,22
34.1423301886136,-118.0267706133397,22
34.14230677453605,-118.02820187203548,22
34.14230654533975,-118.02839770252322,22
34.15016590431198,-118.07624859206085,23
34.15012707651168,-118.07620812924917,23
34.1501465206304,-118.0746611355078,23
34.150128219030606,-118.07458313198836,23
34.14166034530015,-118.0252564383809,24
34.14162698573855,-118.02529204936147,24
34.14152009411652,-118.02529390777195,24
34.14144946352613,-118.02529049111268,24
34.1414191484682,-118.0252887533337,24
34.14139153943077,-118.02528682736231,24
34.141366165810574,-118.02528458677914,24
34.141342557004265,-118.02528190516507,24
34.14132024240851,-118.02527865610105,24
34.14129875141999,-118.02527471316819,24
34.14127761343523,-118.0252699499479,24
34.14125635785081,-118.02526424002164,24
34.141234514063235,-118.02525745697125,24
34.14121161146892,-118.02524947437891,24
34.14118717946421,-118.02524016582713,24
34.14116074744538,-118.02522940489897,24
34.141131844808555,-118.02521706517798,24
34.14106474526481,-118.025187143696,24
34.14098211599906,-118.02514939006711,24
34.140956519439925,-118.02513440910136,24
34.14092866674537,-118.02511958266889,24
34.140898692440956,-118.02510499828504,24
34.14086673105231,-118.02509074346479,24
34.14083291710513,-118.02507690572286,24
34.140797385125104,-118.02506357257379,24
34.140760269637994,-118.02505083153167,24
34.140721705169575,-118.02503877011043,24
34.14068182624568,-118.02502747582362,24
34.140640767392135,-118.02501703618447,24
34.14059866313484,-118.02500753870594,24
34.14055564799966,-118.02499907090062,24
34.14051185651247,-118.02499172028088,24
34.140467423199176,-118.02498557435871,24
34.140422482585684,-118.02498072064583,24
34.14037716919783,-118.02497724665372,24
34.14033161756144,-118.02497523989359,24
34.14028596220238,-118.02497478787637,24
34.14024033764636,-118.02497597811283,24
34.14010938951736,-118.02493326880551,24
34.121689485153375,-117.91118437900043,25
34.12169627182027,-117.91119541691273,25
34.12175653772346,-117.91129010933352,25
34.121814151159896,-117.91137870341011,25
34.12186953010635,-117.91146180833744,25
34.12192309253709,-117.91154003331482,25
34.12197525642412,-117.9116139875455,25
34.122026439737496,-117.91168428023616,25
34.12207706044532,-117.91175152059687,25
34.12212753651408,-117.91181631784062,25
34.12217828590879,-117.91187928118335,25
34.12222972659299,-117.91194101984378,25
34.12228227652894,-117.91200214304327,25
34.12233635367754,-117.91206326000604,25
34.12239237599843,-117.9121249799591,25
34.12245076144996,-117.9121879121325,25
34.12251192798913,-117.91225266575937,25
