lat,lon,id
34.12141827922748,-117.88760143698053,0
34.121494970275485,-117.88771964342193,0
34.12148589424137,-117.8899705912663,0
34.12146572844523,-117.89016844620613,0
34.121490774397344,-117.89155403638178,1
34.1214743204787,-117.89167892424604,1
34.1214833165719,-117.89252976251835,1
34.12143170257777,-117.89262344161384,1
34.135474948621045,-117.99015217061603,2
34.13547524043949,-117.99018423382445,2
34.13548442153942,-117.99587932186324,2
34.135484423052375,-117.99596067673866,2
34.14853994102474,-118.15057932601825,3
34.14850798086781,-118.15056887668003,3
34.1477342441799,-118.1505707208648,3
34.14763441621771,-118.15051731304207,3
34.13095862868043,-118.06519300096205,4
34.130839874721595,-118.06502142699149,4
34.13109943772355,-118.06146500295891,4
34.13112268064239,-118.06138880900701,4
34.13523930364198,-117.97470678708143,5
34.13525692390995,-117.97468458286968,5
34.13528209319052,-117.97425908367438,5
34.13530318537796,-117.97388849084507,5
34.13532071241246,-117.97356428852653,5
34.135335186085804,-117.97327796083195,5
34.13534711807043,-117.97302099184935,5
34.13535701994251,-117.97278486564721,5
34.135365403199195,-117.9725610662785,5
34.13537277927008,-117.97234107778392,5
34.13538307350254,-117.97199961174458,5
34.1353830804733,-117.97199821795678,5
34.135392381246184,-117.97195049011201,5
34.12146572844523,-117.89016844620613,6
34.1214807223764,-117.89034179991503,6
34.12149048581945,-117.89052815843557,6
34.12149648878425,-117.89066516228439,6
34.121499823945,-117.89076875540519,6
34.12150252732272,-117.89091760524325,6
34.12150722819031,-117.8914291484662,6
34.121490774397344,-117.89155403638178,6
34.13480131281715,-118.00954658736288,7
34.13474756646022,-118.00958479683018,7
34.13233770323775,-118.00953285084282,7
34.13218884061339,-118.00948500892899,7
34.135850496176616,-118.00957540176614,8
34.13595216918674,-118.00951496374371,8
34.136656707259405,-118.00952999032826,8
34.136734588783725,-118.00955771039813,8
34.15054314846552,-118.05340070614123,9
34.150604480043754,-118.05359116087139,9
34.15045241251537,-118.06236410943369,9
34.15040029114414,-118.06240639012731,9
34.15084537769133,-118.03854274756024,10
34.150887875035245,-118.0386036661641,10
34.15065455549648,-118.05007058148645,10
34.15055026505593,-118.05028601973363,10
34.14171131867995,-118.14748527871313,11
34.141672260269246,-118.14749212186958,11
34.14065336600393,-118.14749029322456,11
34.14050669715785,-118.1474166039641,11
34.15084537769133,-118.03854274756024,12
34.1507878088467,-118.03847773919743,12
34.150898322918685,-118.03246979440979,12
34.15091137808697,-118.0323879330402,12
34.14231422878509,-118.02442001938753,13
34.14230258825151,-118.02437280873548,13
34.142372881359606,-118.02068449211413,13
34.14239051913916,-118.02057542920608,13
34.14231422878509,-118.02442001938753,14
34.14231830063953,-118.02446580515517,14
34.14231701035353,-118.02455092609445,14
34.14231783636789,-118.02476780740876,14
34.142317119289984,-118.02482518064586,14
34.14231586605711,-118.0248684284709,14
34.14231798247741,-118.02512576797956,14
34.14230479798325,-118.0252821476895,14
34.14122573524617,-118.02055033512285,15
34.14118142352829,-118.02056396934076,15
34.140946097975146,-118.02056311002993,15
34.14036397749972,-118.02056076771977,15
34.14019213816842,-118.020536294913,15
34.14122573524617,-118.02055033512285,16
34.14127062998535,-118.02052794140555,16
34.14229974628801,-118.02055459600552,16
34.14239051913916,-118.02057542920608,16
34.14003851304126,-118.02629149478923,17
34.14005880049967,-118.02622303070913,17
34.14007063211859,-118.02511523144314,17
34.140114327661124,-118.02496179175454,17
34.14889944100073,-118.0568950817647,18
34.14889902317736,-118.0569450178011,18
34.14885462166024,-118.0634715206346,18
34.148854660828434,-118.06351394179154,18
34.15017649692429,-118.07628891170786,19
34.15020781416205,-118.07633161235692,19
34.15015789666892,-118.07957529660186,19
34.15011868179715,-118.0797093455734,19
34.1401272731221,-118.0269946319896,20
34.140119100070635,-118.0270843690196,20
34.14010450166927,-118.02827266212125,20
34.14007355023068,-118.02840065582484,20
34.142290554931165,-118.0267499563642,21
34.142278038008016,-118.02668467965952,21
34.14228608130351,-118.02543455301038,21
34.14230479798325,-118.0252821476895,21
34.142290554931165,-118.0267499563642,22
34.142303335463524,-118.02681591712638,22
34.14227891646242,-118.02824791774192,22
34.14227855066682,-118.02844385943217,22
34.15017649692429,-118.07628891170786,23
34.150137643535665,-118.07624837718332,23
34.15015650366329,-118.07470103063656,23
34.15013816756159,-118.07462297869866,23
34.14166858653009,-118.0252858094774,24
34.14163516038373,-118.0253214101023,24
34.14152804364302,-118.02532321453033,24
34.141457263814495,-118.0253197613405,24
34.14142688467425,-118.0253180078321,24
34.14139921723871,-118.02531606747173,24
34.141373789899404,-118.02531381357743,24
34.14135013104774,-118.02531111946745,24
34.14132776907518,-118.02530785846011,24
34.14130623237317,-118.02530390387398,24
34.14128504933303,-118.02529912902779,24
34.1412637483461,-118.02529340724044,24
34.141241857803685,-118.02528661183115,24
34.14121890609697,-118.0252786161195,24
34.14119442161705,-118.02526929342538,24
34.141167932755025,-118.02525851706925,24
34.14113896790175,-118.02524616037205,24
34.14107172378457,-118.02521619924252,24
34.14098891638978,-118.02517839662183,24
34.14096326430614,-118.0251633998707,24
34.14093535134761,-118.02514855653484,24
34.14090531233254,-118.02513395421416,24
34.140873282079276,-118.02511968050823,24
34.14083939540624,-118.02510582301637,24
34.14080378713186,-118.02509246933768,24
34.14076659207464,-118.02507970707087,24
34.14072794505309,-118.02506762381445,24
34.14068798088579,-118.02505630716655,24
34.14064683439126,-118.02504584472499,24
34.14060464038818,-118.02503632408734,24
34.14056153369514,-118.02502783285074,24
34.14051764913075,-118.02502045861218,24
34.140473121513644,-118.02501428896822,24
34.140428085662464,-118.0250094115152,24
34.1403826763958,-118.02500591384916,24
34.1403370285322,-118.0250038835659,24
34.14029127689025,-118.02500340826094,24
34.14024555628844,-118.02500457552965,24
34.140114327661124,-118.02496179175454,24
34.12166643167569,-117.91103026666447,25
34.121673243163364,-117.91104140179351,25
34.12173373754561,-117.91113697853835,25
34.12179157409108,-117.91122643023259,25
34.12184717247657,-117.9113103725053,25
34.12190095237637,-117.91138942098979,25
34.12195333346247,-117.91146419132323,25
34.12200473540483,-117.91153529914618,25
34.12205557787152,-117.91160336010248,25
34.122106280528925,-117.91166898983889,25
34.122157263041956,-117.91173280400494,25
34.12220894507402,-117.91179541825309,25
34.122261746287236,-117.91185744823821,25
34.12231608634235,-117.91191950961804,25
34.122372384898824,-117.91198221805313,25
34.122431061614805,-117.91204618920686,25
34.122492536147085,-117.9121120387458,25
34.12255722815098,-117.91218038234,25
34.122625557280216,-117.91225183566311,25
34.122774805520876,-117.91240653421215,25
34.124025168404216,-117.91368719394752,25
34.124036871954985,-117.91369935044546,25
34.14166858653009,-118.0252858094774,26
34.14169622547494,-118.0252494792109,26
34.14221109570556,-118.02524729245788,26
34.14230479798325,-118.0252821476895,26
34.14115063776198,-118.03147978141719,27
34.14113453071562,-118.0315557933284,27
34.14084334822077,-118.0315539963576,27
34.1407841186497,-118.03154564436525,27
34.14115063776198,-118.03147978141719,28
34.14116875401047,-118.03141361443448,28
34.142135856701685,-118.03144106221664,28
34.14223521816905,-118.03150751438662,28
34.1422254102249,-118.03048848242616,29
34.14221111694611,-118.03044541019203,29
34.14224005770748,-118.02864656576402,29
34.14227855066682,-118.02844385943217,29
34.147934843620675,-118.13087140313229,30
34.147915872350794,-118.13096431827525,30
34.147848124061866,-118.13147863477519,30
34.14785133581752,-118.1315499641131,30
34.1422254102249,-118.03048848242616,31
34.14223942249145,-118.03053019025779,31
34.14225463444582,-118.03129367876116,31
34.14223521816905,-118.03150751438662,31
34.14785133581752,-118.1315499641131,32
34.147890238237714,-118.13162549557936,32
34.14788485363694,-118.13220516232126,32
34.14779038971962,-118.1323802941194,32
34.135974119696705,-117.97271562789592,33
34.13592025512532,-117.97274300236062,33
34.13517919492855,-117.97273706873612,33
34.13511361527086,-117.97271590906747,33
34.152409975148466,-118.07623312527728,34
34.1523449776379,-118.07622026811124,34
34.15232733470322,-118.0761812787453,34
34.15231004346007,-118.07614061115424,34
34.152293110650774,-118.07609827545564,34
34.15227654301757,-118.0760542817669,34
34.152260347302715,-118.0760086402055,34
34.152244530248375,-118.07596136088868,34
34.15222909859667,-118.07591245393374,34
34.15221405908967,-118.07586192945784,34
34.1521994184694,-118.07580979757815,34
34.15218518347787,-118.07575606841165,34
34.15217136085698,-118.07570075207535,34
34.152157957348656,-118.07564385868615,34
34.15214497969475,-118.07558539836087,34
34.152132434637075,-118.07552538121631,34
34.15212032891743,-118.07546381736908,34
34.152108669277546,-118.07540071693589,34
34.15209746245909,-118.07533609003318,34
34.15208671520381,-118.07526994677747,34
34.152076434253296,-118.07520229728514,34
34.15211442622097,-118.0751032031859,34
34.12972666277936,-118.02931444637665,35
