-118.15591164484654, 34.1691006483424
-118.15479455676724, 34.15567989605619
-118.15035177546658, 34.13569625764484
-118.13251558237887, 34.161608372081126
-118.13241860230393, 34.152330499903556
-118.13224327008102, 34.13583809919227
-118.09861765290997, 34.15444565088543
-118.09867816164268, 34.14981793597448
-118.0910927205383, 34.12691549670491
-118.08227575899828, 34.14825302799406
-118.07936417040581, 34.12149471071945
-118.03166003906414, 34.14837830791005
-118.03158200756117, 34.14224047397803
-118.03089244624877, 34.10723893029451
-118.00543432539888, 34.14586297240174
-118.00518700635602, 34.134205936832345
-118.00323132080187, 34.11355897091589
-117.96674635237359, 34.139677399387814
-117.95872487355346, 34.1342456387483
-117.95179776459779, 34.13974509306353
-117.95180365752296, 34.136132469400096
-117.93369522335487, 34.1335999029958
-117.93364714416435, 34.130582845136665
-117.90533937809597, 34.12037072015765
-117.88398328797314, 34.12094376340619
-118.1667931434251, 34.17948646057981
-118.18216461429898, 34.141920470663685
-118.0913333687722, 34.11979002281881
-117.9835347840805, 34.10391387533825
-117.98647658421594, 34.15155859157834
